project_id,mp_id,constituency,state,district,category,description,sanctioned_amount,expenditure,unit_cost_basis,status,recommendation_date,sanction_date,implementing_agency,marked_complete_by_ia,contractor_id,site_latitude,site_longitude,photo_latitude,photo_longitude,is_seeded_anomalous,seeded_anomaly_types
PRJ00095,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 2, Ward 2",2931458.26,2657489.05,2931458.26,Completed,2024-11-17,2025-01-08,Zilla Parishad PWD Division,True,CTR0116,19.655216,75.461653,19.655216,75.461653,False,
PRJ00096,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 2, Ward 15",2279064.06,2123023.22,2279064.06,Work In Progress,2026-03-04,2026-05-28,District Rural Development Agency,False,CTR0036,20.187767,75.849086,20.187767,75.849086,False,
PRJ00097,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Community Hall,"Community Hall at Maharashtra District 2, Ward 20",4064081.88,3539371.56,4064081.88,Payment Released,2025-04-08,2025-06-29,Cantonment Board Works Wing,False,CTR0085,20.05283,75.844087,20.05283,75.844087,False,
PRJ00098,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Road Construction,"Road Construction at Maharashtra District 2, Ward 5",3612108.29,3239188.12,3612108.29,Work In Progress,2026-06-07,2026-08-03,Municipal Corporation Engineering Cell,False,CTR0007,19.398187,75.992736,19.398187,75.992736,False,
PRJ00099,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Library / Reading Room,"Library / Reading Room at Maharashtra District 2, Ward 7",1191196.29,1073639.82,1191196.29,Work In Progress,2024-09-27,2024-10-21,Panchayati Raj Engineering Department,False,CTR0027,20.085509,75.232758,20.085509,75.232758,False,
PRJ00100,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Library / Reading Room,"Library / Reading Room at Maharashtra District 2, Ward 11",716473.48,625114.24,716473.48,Completed,2024-11-28,2025-01-30,Municipal Corporation Engineering Cell,True,CTR0028,19.375102,75.966703,19.375102,75.966703,False,
PRJ00101,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 2, Ward 9",226535.6,204302.13,226535.6,Completed,2025-04-05,2025-05-20,District Rural Development Agency,True,CTR0101,19.317917,76.190141,19.317917,76.190141,False,
PRJ00102,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 2, Ward 4",335766.5,314926.98,335766.5,Sanctioned,2026-05-27,2026-08-15,Municipal Corporation Engineering Cell,False,CTR0017,19.707066,75.833745,19.707066,75.833745,False,
PRJ00103,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Road Construction,"Road Construction at Maharashtra District 2, Ward 19",4214896.79,4023108.97,4214896.79,Sanctioned,2026-03-02,2026-04-29,Municipal Corporation Engineering Cell,False,CTR0017,20.206999,75.948686,20.206999,75.948686,False,
PRJ00104,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Drainage System,"Drainage System at Maharashtra District 2, Ward 5",1918466.38,1842622.95,1918466.38,Work In Progress,2025-08-11,2025-09-03,District Rural Development Agency,False,CTR0003,20.22124,76.210682,20.22124,76.210682,False,
PRJ00105,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 2, Ward 16",2466650.64,2142777.93,2466650.64,Work In Progress,2025-05-12,2025-07-10,District Rural Development Agency,False,CTR0068,20.20501,76.143876,20.20501,76.143876,False,
PRJ00106,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 2, Ward 4",568952.84,512216.63,568952.84,Work In Progress,2025-08-21,2025-10-15,Panchayati Raj Engineering Department,False,CTR0100,19.105558,75.500199,19.105558,75.500199,True,duplicate_photo
PRJ00107,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 2, Ward 2",513663.29,493437.9,513663.29,Work In Progress,2025-08-08,2025-09-02,Panchayati Raj Engineering Department,False,CTR0065,19.642662,75.369526,19.642662,75.369526,False,
PRJ00108,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 2, Ward 2",946799.66,864275.48,946799.66,Completed,2025-03-21,2025-05-22,District Rural Development Agency,False,CTR0039,20.197815,75.534873,20.197815,75.534873,False,
PRJ00109,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 2, Ward 4",846714.24,841769.89,846714.24,Sanctioned,2026-03-25,2026-06-22,Cantonment Board Works Wing,False,CTR0109,19.278395,75.597549,19.278395,75.597549,False,
PRJ00110,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 2, Ward 3",677304.76,582523.73,677304.76,Completed,2024-08-11,2024-09-10,District Rural Development Agency,True,CTR0092,19.999953,75.351887,19.999953,75.351887,False,
PRJ00111,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Drainage System,"Drainage System at Maharashtra District 2, Ward 9",350511.59,327632.35,350511.59,Work In Progress,2025-07-09,2025-09-01,Municipal Corporation Engineering Cell,False,CTR0078,19.17885,76.030633,19.17885,76.030633,False,
PRJ00112,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Library / Reading Room,"Library / Reading Room at Maharashtra District 2, Ward 11",772991.57,721932.42,772991.57,Completed,2024-07-16,2024-10-09,Cantonment Board Works Wing,True,CTR0082,19.286288,75.318314,19.286288,75.318314,False,
PRJ00113,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 2, Ward 17",895638.28,816204.23,895638.28,Completed,2024-12-01,2025-02-03,Public Works Department (PWD),False,CTR0077,19.130464,75.287383,19.130464,75.287383,False,
PRJ00114,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Library / Reading Room,"Library / Reading Room at Maharashtra District 2, Ward 4",488563.81,464518.61,488563.81,Work In Progress,2024-10-31,2024-11-28,Cantonment Board Works Wing,False,CTR0056,19.123653,75.22493,19.123653,75.22493,False,
PRJ00115,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 2, Ward 15",2423512.93,2096135.62,2423512.93,Completed,2024-07-29,2024-10-14,Public Works Department (PWD),True,CTR0093,19.391807,75.96672,19.391807,75.96672,False,
PRJ00116,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Street Lighting,"Street Lighting at Maharashtra District 2, Ward 13",651063.85,582032.96,651063.85,Sanctioned,2026-05-23,2026-06-22,Public Works Department (PWD),False,CTR0053,20.175603,75.115602,20.175603,75.115602,False,
PRJ00117,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 2, Ward 11",358370.85,335956.99,358370.85,Work In Progress,2024-10-05,2024-11-14,Public Works Department (PWD),False,CTR0094,19.605709,76.171206,19.605709,76.171206,False,
PRJ00118,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,School Building Repair,"School Building Repair at Maharashtra District 2, Ward 16",666962.18,625973.51,666962.18,Completed,2025-08-11,2025-10-06,Cantonment Board Works Wing,True,CTR0048,19.421676,75.848979,19.421676,75.848979,False,
PRJ00119,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Community Hall,"Community Hall at Maharashtra District 2, Ward 14",2331221.95,2248558.85,2331221.95,Completed,2025-05-15,2025-08-05,District Rural Development Agency,True,CTR0012,19.268136,76.142162,19.268136,76.142162,False,
PRJ00120,MP003,Maharashtra-3,Maharashtra,Maharashtra District 2,Community Hall,"Community Hall at Maharashtra District 2, Ward 18",3011110.22,2680796.26,3011110.22,Payment Released,2026-02-22,2026-05-10,Municipal Corporation Engineering Cell,False,CTR0096,19.860174,75.409465,19.860174,75.409465,True,duplicate_photo
PRJ00121,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 4",883397.24,786970.98,883397.24,Payment Released,2026-03-30,2026-05-27,Cantonment Board Works Wing,False,CTR0072,19.122069,76.197159,19.122069,76.197159,False,
PRJ00122,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 24",902921.49,855710.48,902921.49,Work In Progress,2026-07-27,2026-08-21,Public Works Department (PWD),False,CTR0046,20.09569,75.347706,20.09569,75.347706,False,
PRJ00123,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 4",4080078.3,3833690.39,4080078.3,Payment Released,2026-01-18,2026-04-11,Zilla Parishad PWD Division,False,CTR0037,19.82062,75.898044,19.82062,75.898044,False,
PRJ00124,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 16",744401.68,690683.91,744401.68,Payment Released,2024-12-26,2025-01-16,Cantonment Board Works Wing,False,CTR0065,19.156359,75.29954,19.156359,75.29954,False,
PRJ00125,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 12",602364.08,547184.12,602364.08,Work In Progress,2024-12-25,2025-01-31,Panchayati Raj Engineering Department,False,CTR0109,19.446432,75.526807,19.446432,75.526807,False,
PRJ00126,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 14",3745304.13,3556356.06,3745304.13,Work In Progress,2026-02-22,2026-03-11,Municipal Corporation Engineering Cell,False,CTR0098,20.224196,75.979087,20.224196,75.979087,False,
PRJ00127,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 22",1213018.54,1040422.83,1213018.54,Completed,2025-09-24,2025-12-05,Panchayati Raj Engineering Department,False,CTR0099,19.695639,75.816211,19.695639,75.816211,False,
PRJ00128,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 23",632927.12,585029.54,632927.12,Payment Released,2025-11-29,2026-02-13,Cantonment Board Works Wing,False,CTR0004,19.926083,75.621793,19.926083,75.621793,False,
PRJ00129,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 25",1638948.58,1460011.08,1638948.58,Sanctioned,2026-03-26,2026-06-17,Cantonment Board Works Wing,False,CTR0004,19.808277,75.533169,19.808277,75.533169,False,
PRJ00130,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 6",446273.54,409188.59,446273.54,Payment Released,2024-07-23,2024-09-30,District Rural Development Agency,False,CTR0118,19.32216,75.750281,19.32216,75.750281,False,
PRJ00131,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 5",297771.51,284026.82,297771.51,Completed,2025-07-03,2025-08-03,District Rural Development Agency,True,CTR0073,20.119035,75.399602,20.119035,75.399602,False,
PRJ00132,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 15",4265049.23,4076688.77,4265049.23,Completed,2024-08-10,2024-08-27,Public Works Department (PWD),True,CTR0012,19.31669,75.781534,19.24587556948392,75.89624173367635,True,geo_mismatch
PRJ00133,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Drainage System,"Drainage System at Maharashtra District 1, Ward 11",2846732.85,2787823.69,2846732.85,Payment Released,2024-10-18,2024-11-04,Cantonment Board Works Wing,False,CTR0021,20.113459,75.482921,20.113459,75.482921,False,
PRJ00134,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 5",975150.84,846513.85,975150.84,Sanctioned,2025-09-23,2025-12-01,District Rural Development Agency,False,CTR0077,19.192344,75.935547,19.192344,75.935547,False,
PRJ00135,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 3",97646.21,90901.17,97646.21,Completed,2025-01-25,2025-04-16,Cantonment Board Works Wing,True,CTR0097,20.048868,75.482503,20.048868,75.482503,False,
PRJ00136,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 20",619327.05,607259.36,619327.05,Completed,2024-05-26,2024-08-08,Public Works Department (PWD),True,CTR0015,20.149642,75.734725,20.149642,75.734725,True,duplicate_photo
PRJ00137,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 1, Ward 4",955547.7,880997.15,955547.7,Payment Released,2024-04-22,2024-07-03,Panchayati Raj Engineering Department,False,CTR0054,19.853007,76.148413,19.853007,76.148413,False,
PRJ00138,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Drainage System,"Drainage System at Maharashtra District 1, Ward 22",1398858.65,1343795.86,1398858.65,Work In Progress,2025-10-14,2025-11-19,Cantonment Board Works Wing,False,CTR0056,19.386533,75.232569,19.386533,75.232569,False,
PRJ00139,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 2",585200.56,501115.42,585200.56,Payment Released,2025-08-09,2025-09-21,Zilla Parishad PWD Division,False,CTR0063,19.121449,76.285267,19.121449,76.285267,False,
PRJ00140,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 1",659735.46,654783.6,659735.46,Completed,2025-07-11,2025-09-29,District Rural Development Agency,True,CTR0051,20.043614,75.207293,20.043614,75.207293,False,
PRJ00141,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 25",500551.13,438009.82,500551.13,Completed,2024-06-03,2024-08-05,Municipal Corporation Engineering Cell,True,CTR0039,20.289402,75.378006,20.289402,75.378006,False,
PRJ00142,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 16",1122839.32,984145.31,1122839.32,Payment Released,2024-11-03,2024-12-14,District Rural Development Agency,False,CTR0038,19.364583,75.323726,19.364583,75.323726,False,
PRJ00143,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 23",427253.89,419805.95,427253.89,Work In Progress,2026-02-27,2026-04-12,Panchayati Raj Engineering Department,False,CTR0023,20.213303,76.293889,20.213303,76.293889,False,
PRJ00144,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 12",718678.86,627467.29,718678.86,Payment Released,2026-01-07,2026-03-03,Cantonment Board Works Wing,False,CTR0065,20.079,75.369329,20.079,75.369329,False,
PRJ00145,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 14",3883287.66,3354084.97,3883287.66,Completed,2026-02-26,2026-05-18,District Rural Development Agency,True,CTR0051,20.152953,75.41872,20.152953,75.41872,False,
PRJ00146,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 19",3920935.99,3718169.87,3920935.99,Completed,2025-08-26,2025-10-07,Zilla Parishad PWD Division,True,CTR0059,19.761029,75.204384,19.761029,75.204384,False,
PRJ00147,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 14",1891524.25,1630790.75,1891524.25,Sanctioned,2026-04-13,2026-06-30,Cantonment Board Works Wing,False,CTR0074,19.36422,75.919911,19.36422,75.919911,False,
PRJ00148,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 6",1091263.75,1024545.16,1091263.75,Completed,2025-01-07,2025-03-05,Zilla Parishad PWD Division,True,CTR0015,20.089617,75.517371,20.089617,75.517371,False,
PRJ00149,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 3",1342218.98,1273454.12,1342218.98,Completed,2024-11-24,2025-02-09,Zilla Parishad PWD Division,True,CTR0059,20.120698,76.140753,20.120698,76.140753,False,
PRJ00150,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 19",1796309.7,1729680.07,1796309.7,Work In Progress,2024-09-14,2024-10-01,Public Works Department (PWD),False,CTR0109,19.290326,76.157045,19.290326,76.157045,False,
PRJ00151,MP004,Maharashtra-33,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 24",2116796.85,1905684.1,2116796.85,Work In Progress,2024-08-28,2024-11-13,Zilla Parishad PWD Division,False,CTR0068,19.99221,75.292912,19.99221,75.292912,False,
